0 	3032.778
1 	1589.090
2 	2713.898
3 	3624.790
4 	1632.634
5 	1596.066
6 	1326.572
7 	3625.948
8 	548.118
9 	1488.854
10 	1358.422
11 	2376.078
12 	2830.266
13 	3356.632
14 	1887.650
15 	1860.248
16 	1793.162
17 	3312.794
18 	2552.960
19 	1004.248
20 	3284.406
21 	2294.080
22 	713.640
23 	1235.728
24 	1414.116
25 	550.322
26 	2653.198
27 	3655.474
28 	20.614
29 	3150.324
30 	3615.418
31 	769.922
32 	820.796
33 	173.880
34 	1500.120
35 	3674.092
36 	3674.000
37 	2766.784
38 	1245.174
39 	78.548
40 	3675.076
41 	1766.114
42 	3135.744
43 	1424.768
44 	3668.488
45 	3190.262
46 	1014.326
47 	2263.830
48 	31.442
49 	3674.144
50 	3327.426
51 	2613.314
52 	1699.120
53 	17.830
54 	1768.876
55 	78.334
56 	1149.908
57 	313.218
58 	2841.830
59 	29.618
60 	35.130
61 	2612.316
62 	1669.264
63 	446.276
64 	317.858
65 	791.300
66 	202.826
67 	3321.538
68 	2525.648
69 	3369.290
70 	415.752
71 	1664.138
72 	73.134
73 	303.772
74 	1957.042
75 	3257.608
76 	665.186
77 	9.142
78 	855.448
79 	692.468
80 	3262.558
81 	17.744
82 	474.182
83 	3313.740
84 	268.066
85 	7.490
86 	1132.216
87 	1102.288
88 	1185.686
89 	639.920
90 	82.808
91 	1418.808
92 	1555.000
93 	955.626
94 	105.608
95 	1807.492
96 	304.088
97 	1611.258
98 	979.966
99 	862.234
100 	17.204
101 	2038.086
102 	3474.884
103 	2791.086
104 	1840.412
105 	1533.442
106 	1130.746
107 	304.368
108 	3675.054
109 	2397.518
110 	760.696
111 	5.632
112 	3649.572
113 	6.678
114 	440.464
115 	3357.448
116 	3674.752
117 	757.330
118 	1621.188
119 	154.898
120 	351.762
121 	958.190
122 	315.464
123 	925.928
124 	1747.694
125 	942.912
126 	160.058
127 	271.816
128 	2.574
129 	266.304
130 	682.704
131 	455.846
132 	845.102
133 	537.634
134 	948.770
135 	917.030
136 	429.496
137 	940.734
138 	213.632
139 	763.024
140 	1497.574
141 	17.216
142 	506.946
143 	3666.060
144 	3668.210
145 	2063.034
146 	3673.108
147 	3578.862
148 	3669.272
149 	3533.720
150 	3568.526
151 	775.006
152 	1423.774
153 	2716.514
154 	1617.328
155 	3598.588
156 	3674.574
157 	3175.316
158 	3342.818
159 	3675.056
160 	2501.300
161 	3302.752
162 	1492.928
163 	3672.966
164 	3491.486
165 	1721.934
166 	1331.366
167 	3175.068
168 	3344.976
169 	2360.600
170 	2724.414
171 	2220.774
172 	40.462
173 	2756.960
174 	3582.694
175 	1670.134
176 	3291.278
177 	1077.774
178 	855.786
179 	3112.784
180 	2496.678
181 	2902.218
182 	2973.078
183 	2792.140
184 	1160.566
185 	2353.978
186 	2213.748
187 	377.724
188 	806.856
189 	3576.824
190 	1690.218
191 	3675.028
192 	582.052
193 	546.262
194 	45.272
195 	3573.920
196 	28.040
197 	147.360
198 	27.918
199 	1343.846
200 	2394.116
201 	1386.806
202 	2062.162
203 	272.404
204 	734.656
205 	290.820
206 	133.154
207 	3674.786
208 	3216.880
209 	3660.410
210 	3608.008
211 	1875.562
212 	3655.738
213 	3534.570
214 	3669.388
215 	3584.682
216 	3487.546
217 	3005.318
218 	2828.340
219 	1765.666
220 	2119.676
221 	3344.500
222 	3498.494
223 	2553.470
224 	482.188
225 	1801.418
226 	3212.142
227 	3372.800
228 	1782.552
229 	3372.864
230 	3569.394
