40	54.179867	5111.379000
116	50.261714	5108.305000
44	45.249387	5107.360000
159	41.866688	5108.865000
108	35.983233	5112.974000
36	31.633494	5112.073000
191	30.813109	5109.673000
207	23.894511	5110.914000
634	23.767718	5107.046000
49	23.725921	5107.047000
35	23.076192	5107.346000
250	20.724603	5119.945000
6365	18.887341	5098.328000
156	18.668870	5114.923000
3245	18.407093	5102.379000
651	17.611851	5113.634000
1100	16.881525	5111.361000
7170	16.443381	5106.499000
212	16.236785	5110.529000
2349	16.150840	4747.627000
209	15.352988	5109.028000
195	15.319305	5112.052000
2896	15.162678	5106.863000
1878	15.144016	5116.981000
405	15.124486	5108.620000
1093	14.596128	5111.408000
146	14.576226	5114.395000
2625	14.527035	5112.237000
163	14.177280	5104.976000
214	14.129300	5107.908000
210	13.799009	5108.442000
446	13.381796	5096.600000
112	13.308641	5105.652000
30	13.285016	5107.582000
833	13.039758	5105.591000
719	12.983362	5105.439000
6923	12.977106	5110.142000
1914	12.938040	5110.030000
102	12.922162	5111.787000
6895	12.827010	5102.879000
2904	12.702349	5114.171000
1386	12.659635	5108.078000
1076	12.641919	5104.808000
1877	12.641178	5106.960000
2189	12.595226	5111.699000
417	12.472276	5106.178000
262	12.137246	5110.414000
148	12.116483	5109.738000
736	12.075633	5109.877000
174	12.006504	5109.308000
7	12.000858	5107.824000
10346	11.942904	5108.948000
661	11.897735	5114.318000
1302	11.863767	5076.450000
6640	11.855055	5110.355000
13909	11.795172	5104.633000
527	11.577500	5112.390000
27	11.471238	5112.420000
1013	11.443639	5089.713000
2261	11.016675	5051.149000
2314	10.964929	5101.040000
2850	10.947743	5107.793000
144	10.893458	5109.776000
1138	10.766309	5105.935000
1864	10.749293	5113.164000
2811	10.698634	5108.729000
305	10.647783	5109.912000
2168	10.624541	5114.032000
2902	10.547672	5109.996000
168	10.444626	5047.017000
2812	10.419030	5112.587000
3309	10.354238	4610.194000
298	10.305805	5106.234000
6933	10.298149	5109.222000
9574	10.281928	5106.620000
901	10.197185	5093.881000
2893	10.156221	5110.127000
349	10.047682	5095.169000
280	9.852547	5112.302000
10380	9.836838	5110.588000
673	9.809533	5111.248000
9577	9.774148	5113.688000
679	9.740240	5112.848000
6991	9.719412	4954.125000
1068	9.587499	5110.764000
10614	9.481139	5106.394000
10349	9.449867	5111.818000
189	9.392361	4958.171000
676	9.384386	5106.092000
1955	9.332544	4950.526000
2953	9.321704	5111.502000
1143	9.286429	5075.692000
277	9.263599	5109.305000
4545	9.260146	5112.163000
182	9.230045	5108.480000
2862	9.220052	5108.752000
2821	9.186533	5109.746000
2180	9.141153	4911.646000
10373	9.114656	5111.136000
3109	9.103134	5038.583000
2915	9.001794	4140.078000
6589	8.984567	3716.947000
659	8.935180	5061.729000
1307	8.869216	5040.836000
10342	8.834718	5110.260000
1501	8.788617	5089.903000
149	8.779400	5112.070000
3	8.731362	4624.374000
2823	8.652520	5105.845000
2868	8.627818	4272.142000
155	8.624345	5102.551000
10659	8.623992	5108.455000
2218	8.619689	5062.333000
213	8.611037	5108.554000
2090	8.599956	5113.113000
5016	8.561854	5080.271000
1562	8.547492	5107.015000
853	8.517895	5086.748000
75	8.385241	5082.920000
161	8.373853	5077.808000
143	8.365730	5111.753000
295	8.337680	4949.604000
2822	8.329580	5113.062000
301	8.302644	5109.831000
10620	8.294241	5110.980000
10350	8.283842	5111.696000
13142	8.273621	3395.338000
10729	8.242673	5116.562000
2819	8.211163	5116.859000
208	8.200753	5070.539000
7114	8.198985	5075.621000
2966	8.196276	5013.897000
1860	8.178661	5111.480000
680	8.161824	5104.622000
2163	8.157861	4962.527000
2284	8.145854	5108.416000
317	8.112042	4984.040000
1910	8.109955	4636.129000
4841	8.091281	5066.511000
730	8.034250	5114.493000
10650	8.020032	5106.232000
223	8.004610	4971.132000
176	7.974124	4917.791000
1552	7.885549	5033.460000
80	7.842737	5064.484000
2815	7.799057	5111.033000
10375	7.773026	5110.626000
375	7.767167	5103.335000
1876	7.754927	5101.833000
2874	7.720228	5106.732000
2836	7.716136	5108.140000
10612	7.706616	5107.788000
2712	7.691844	5108.696000
1917	7.663846	5047.963000
1875	7.655145	5112.273000
6898	7.614005	5105.024000
7155	7.580852	5112.639000
1017	7.572885	5111.064000
620	7.553752	5108.903000
6914	7.541249	5109.592000
1901	7.526241	5100.261000
2829	7.523452	5109.677000
629	7.495196	4975.387000
1936	7.488332	3695.631000
1027	7.470159	5047.574000
3060	7.458628	5101.417000
1578	7.415008	4933.461000
444	7.413815	5090.130000
1956	7.409654	4289.160000
241	7.373144	5100.314000
1074	7.351028	5111.295000
8467	7.342243	5098.336000
2975	7.336871	5112.976000
686	7.332946	5089.144000
1863	7.289157	4927.002000
2883	7.270736	5070.782000
6916	7.256071	5114.137000
12577	7.255372	4760.531000
1505	7.252444	4548.501000
2834	7.249222	5113.437000
415	7.240663	5105.883000
13928	7.204345	5105.759000
13728	7.190326	5086.632000
10605	7.189626	5106.445000
1168	7.176621	5084.036000
5642	7.174930	3464.592000
1057	7.172446	5077.603000
6612	7.137214	5092.445000
9109	7.122085	4997.062000
8440	7.121332	4841.701000
1898	7.111994	5019.050000
147	7.100706	5109.066000
424	7.061881	5109.379000
2844	7.026549	5110.866000
4723	7.021626	5076.600000
157	7.004517	5080.715000
2919	6.965357	5097.972000
637	6.942534	5111.697000
2222	6.940579	5109.531000
2881	6.926852	5118.210000
3154	6.924778	3155.592000
1029	6.909653	4958.430000
6907	6.889605	5111.808000
636	6.880984	5110.161000
10621	6.877194	5108.872000
1880	6.876301	5104.255000
2929	6.862645	5116.172000
638	6.852902	5088.009000
10374	6.841567	5115.825000
2664	6.809251	5082.331000
8946	6.796453	5032.484000
1906	6.764290	5117.769000
10361	6.758117	5113.762000
50	6.743700	5112.218000
1158	6.717756	4903.009000
1883	6.691803	5105.413000
344	6.685065	5114.549000
2842	6.684575	5092.251000
1771	6.684473	5095.224000
109	6.658447	4895.873000
20	6.654697	5097.194000
2767	6.632196	5105.020000
1508	6.630188	5102.000000
8766	6.616573	4401.321000
2880	6.609561	5077.970000
6908	6.605913	5111.113000
282	6.583270	5111.581000
281	6.536344	5107.836000
103	6.535131	5023.096000
1497	6.516123	5083.310000
10871	6.510048	5078.831000
10708	6.508072	5111.020000
221	6.499711	5099.647000
773	6.496146	4624.772000
229	6.474675	4816.986000
10635	6.463860	5116.544000
1899	6.463287	5107.511000
5425	6.443244	4037.571000
10637	6.431089	5107.093000
2808	6.413966	5108.776000
6902	6.410873	5109.134000
1082	6.402690	5093.970000
1075	6.398919	5112.582000
10604	6.395278	5112.120000
24824	6.391140	3157.280000
13599	6.373084	4943.902000
2816	6.362754	5104.512000
227	6.351809	5109.232000
10683	6.339839	5108.197000
10353	6.334934	5108.091000
1207	6.330775	5054.694000
115	6.270620	5045.245000
658	6.262577	5064.138000
652	6.249765	5113.403000
2147	6.242735	4853.309000
14294	6.234817	3275.879000
234	6.234193	4408.166000
2428	6.232616	4933.438000
2278	6.227793	5076.087000
5014	6.211754	4344.994000
477	6.200317	4100.305000
10632	6.175879	5107.182000
622	6.171149	5108.028000
13	6.128970	4965.873000
3596	6.112621	5095.078000
11260	6.105213	5110.151000
3333	6.100876	5017.683000
852	6.078267	5107.796000
1220	6.066250	5075.348000
5003	6.057181	4536.442000
13910	6.047194	5086.768000
1446	6.045076	5100.833000
6911	6.040287	5106.467000
1998	6.031131	4874.602000
8981	6.008158	5038.833000
6620	5.991078	5109.723000
389	5.973118	5103.838000
2833	5.967280	4850.647000
457	5.957890	5082.499000
11016	5.955317	5112.298000
2865	5.953006	360.069000
11208	5.949401	5025.898000
10643	5.938179	5104.012000
10370	5.923003	5109.294000
8725	5.918805	5110.620000
5331	5.901864	5043.075000
68	5.900726	5093.353000
3024	5.872361	5110.191000
6609	5.864855	5114.335000
217	5.845646	4878.328000
10333	5.809695	5111.217000
1460	5.795557	5038.321000
427	5.785119	5105.075000
6903	5.777076	5114.450000
11102	5.775845	5111.543000
2840	5.768905	4098.530000
7084	5.746590	4534.023000
1318	5.728811	5079.020000
436	5.725273	5048.353000
2847	5.719297	4914.225000
13401	5.717501	5055.453000
1786	5.710200	4154.198000
2934	5.706751	4706.978000
10608	5.706159	5105.535000
6677	5.702932	4963.649000
10348	5.695733	4903.364000
449	5.666981	5052.287000
6595	5.652436	4710.385000
1632	5.651540	5102.627000
6904	5.650902	5068.797000
2912	5.642290	5103.402000
10359	5.637380	5114.410000
2806	5.620163	5116.368000
10337	5.612198	5109.207000
948	5.608394	4650.869000
6663	5.604363	5111.994000
1868	5.603563	5096.118000
0	5.598970	4878.479000
2908	5.591989	5110.248000
9126	5.589122	4962.199000
962	5.578660	5101.799000
10665	5.575894	5091.701000
6863	5.571775	5102.589000
433	5.541628	4930.770000
1304	5.540618	4906.045000
2038	5.534951	5102.891000
67	5.528977	5060.538000
625	5.519989	5113.107000
1861	5.497188	5047.680000
491	5.495220	4770.814000
20078	5.487081	2557.157000
639	5.468045	4980.665000
263	5.460461	5093.731000
215	5.457419	5084.985000
83	5.443274	4847.542000
10877	5.441035	4800.250000
970	5.433155	2431.841000
167	5.424537	5116.532000
1994	5.421373	5087.544000
1895	5.419385	5001.603000
568	5.396648	4434.978000
1542	5.388777	5056.161000
6899	5.387879	5098.800000
2293	5.377687	5032.217000
1451	5.375468	4059.919000
1559	5.367194	5085.645000
431	5.361897	4863.124000
8967	5.333322	5049.895000
27586	5.324641	3095.029000
10344	5.319640	5109.775000
1356	5.305778	4098.457000
7379	5.305103	5107.463000
5935	5.290371	5106.881000
10351	5.289380	5114.451000
9874	5.263156	4974.894000
29	5.262149	5075.746000
13932	5.260385	5093.766000
2453	5.247876	5003.138000
2140	5.242644	3693.168000
2995	5.227806	5096.309000
265	5.222842	4994.674000
6782	5.216914	5102.109000
3883	5.208890	4824.935000
1077	5.208497	5075.709000
8308	5.192269	4682.254000
10661	5.140736	5105.197000
2232	5.097238	3700.527000
3305	5.090746	4452.797000
2892	5.089845	5099.395000
45	5.088176	4910.171000
2000	5.084499	4976.472000
235	5.083832	4940.467000
2283	5.081183	5033.232000
474	5.066964	5109.955000
6776	5.061812	3489.368000
11377	5.059265	4605.463000
981	5.059098	4987.633000
7558	5.051813	5101.385000
1502	5.046872	5075.638000
3801	5.046184	3839.790000
20323	5.037573	4452.722000
10674	5.035760	5110.029000
2408	5.033481	4648.425000
630	5.021704	5071.244000
3173	5.016710	5093.538000
9661	5.014897	4521.094000
915	5.007735	4564.338000
1511	5.002264	4641.581000
2205	4.999931	4757.729000
10963	4.983635	4937.927000
1444	4.978065	5079.450000
10393	4.967492	5112.140000
5575	4.966649	5049.992000
9949	4.963216	4127.051000
2105	4.961717	3458.701000
10609	4.959956	5110.552000
6194	4.958478	5006.710000
9800	4.947808	4693.653000
10664	4.945343	5098.242000
5655	4.941353	4321.699000
646	4.935440	5010.003000
1051	4.926859	3553.200000
1353	4.926536	3104.011000
8235	4.923592	3847.775000
5901	4.919509	4789.122000
4412	4.916406	4625.022000
52	4.899037	3532.185000
10410	4.896188	5077.487000
1080	4.895614	4460.336000
2057	4.895201	3633.832000
5744	4.894837	4855.808000
5028	4.887149	5027.919000
5681	4.885066	4030.083000
3946	4.884614	5046.520000
678	4.879444	4831.563000
6093	4.872788	4788.385000
2748	4.870029	4954.444000
2990	4.865444	5095.767000
169	4.864960	5092.268000
3180	4.863539	1718.167000
17	4.842252	5079.691000
526	4.841219	4788.643000
6851	4.838402	5067.713000
8493	4.832177	5073.020000
11277	4.825335	4806.899000
7162	4.823473	4103.869000
7602	4.818868	4546.971000
7103	4.816606	5075.741000
7220	4.813360	4949.246000
5268	4.813175	4737.381000
69	4.798016	4816.134000
4612	4.793262	4600.073000
10397	4.793094	5106.430000
1160	4.787593	5082.593000
8303	4.787343	2215.898000
1005	4.773742	4615.085000
5415	4.769386	4795.734000
2	4.761111	5100.344000
10774	4.745170	5070.828000
13962	4.741694	5073.950000
3784	4.738737	4926.615000
7076	4.738149	5112.692000
8385	4.736085	2905.302000
754	4.728176	3715.231000
10627	4.727204	5093.026000
20186	4.725508	2662.688000
9569	4.713620	5054.668000
977	4.707144	5059.715000
1999	4.699019	3535.814000
9595	4.698436	4234.275000
6683	4.678543	5097.791000
5727	4.677753	5005.783000
4960	4.674778	4857.382000
1815	4.667647	4793.864000
721	4.666517	4293.750000
13916	4.659948	5099.015000
1667	4.656672	5063.546000
10697	4.654924	5106.363000
9220	4.649952	5029.557000
836	4.648601	5061.896000
3080	4.647383	5106.497000
10642	4.646652	5078.751000
6139	4.642726	4958.902000
10371	4.642629	5108.426000
2305	4.641319	4985.721000
1015	4.638524	4833.195000
2832	4.635448	5108.750000
42	4.630278	5091.246000
4004	4.627287	5096.063000
5090	4.626746	2891.139000
5326	4.622929	4963.644000
11583	4.621690	4522.639000
2483	4.614395	5009.014000
10395	4.612125	4999.604000
10414	4.607623	5113.495000
8548	4.606031	2925.173000
4627	4.604576	4565.156000
17097	4.602423	3455.400000
211	4.589343	2474.308000
653	4.589239	5073.631000
650	4.581278	4691.855000
1331	4.579195	4459.654000
254	4.578305	4682.617000
1870	4.574642	3204.139000
2371	4.571184	5027.407000
10448	4.558264	4817.896000
2913	4.554741	5098.620000
2905	4.550298	4953.944000
8298	4.548605	5099.453000
1073	4.531972	5097.689000
626	4.526040	5068.532000
23940	4.518658	4587.093000
10320	4.518158	3889.425000
6208	4.513459	4879.395000
2451	4.507524	4996.383000
5591	4.506242	3772.315000
8466	4.492484	5082.549000
1035	4.486974	4935.833000
516	4.481839	5103.979000
4629	4.481099	4752.098000
10624	4.480285	5108.540000
11948	4.463694	4737.741000
10618	4.459100	5105.605000
238	4.445738	5083.571000
1319	4.440701	4588.457000
2825	4.440529	5110.062000
644	4.436881	4913.656000
1345	4.435041	4101.554000
164	4.435020	4993.206000
25862	4.429586	3940.279000
4774	4.429105	5002.750000
2672	4.425474	4676.852000
3158	4.424376	4617.846000
10676	4.422166	5091.326000
1515	4.420979	5095.780000
